UniqueID,V1,V2,V3,V4,V5,V6,V7,Stub,CONCEPT,DOMAIN
B19001_012,85.52208114233318,111.41334615769527,102.9462236741252,90.83034561136544,135.6223739330422,161.0920144914883,139.40483518385324,"$60,000 to $74,999",ECONOMY,Wealth
B19001_013,99.98154850581201,118.9448693817616,109.49884392864469,84.81598767429428,133.39959622519487,150.23178403907232,123.74493976763554,"$75,000 to $99,999",ECONOMY,Wealth
B19001_014,111.60492035832874,120.29569223494876,106.0705621697102,73.11269539373781,124.39854357182045,126.52431725273323,114.56675034872019,"$100,000 to $124,999",ECONOMY,Wealth
B19001_015,121.99381168153359,113.58299459351713,91.74915157177858,58.07005553013641,100.41466579980118,109.88369815041754,103.76466232504265,"$125,000 to $149,999",ECONOMY,Wealth
B19001_016,124.95457195405125,98.90243886386023,70.2503831050833,44.329239543740854,76.93021308011191,93.89417603696344,101.86271557499096,"$150,000 to $199,999",ECONOMY,Wealth
B19001_017,92.93092294392612,57.17286657639373,35.55292895366055,22.78036240727784,41.46064779612803,70.06340229758517,107.72344137543284,"$200,000 or more",ECONOMY,Wealth
B19059_002,90.12587626328195,107.8421621220867,62.63904325348544,53.19232757774355,127.75812044349333,57.36573665956457,119.05646859125432,With retirement income,ECONOMY,Wealth
B22010_003,60.24197779541473,63.77123784073506,61.50009194159032,93.50299021145065,63.8698859543288,42.81991127776637,181.53687002625554,Households with 1 or more persons with a disability,ECONOMY,Wealth
B23024_002,61.40255297308479,64.71258724403533,73.5423986697035,106.91939636864103,63.230963665417974,116.91398062402587,172.91265791337028,Income in the past 12 months below poverty level:,ECONOMY,Wealth
B25002_003,30.933135755692998,41.55951710292178,40.69877824269291,31.222148357592573,56.34710283838666,129.66584462421318,216.0184071323054,Vacant,ENVIRONMENT,Occupancy
B25003_003,45.54365371835875,50.689723705433195,63.39663645416276,64.02547759810687,53.18825357321041,290.5394775258077,328.2750712642481,Renter occupied,ENVIRONMENT,Tenure
B25004_002,25.161110837032208,36.64691219273858,48.35686284398684,32.99320557733256,38.32948774461309,349.18304856795095,388.2405371262852,For rent,ENVIRONMENT,Vacant Units
B25004_004,67.61556780725849,90.27441358819377,84.15281661277902,55.34314690631058,116.66072227436169,54.13679959926312,97.90842382742065,For sale only,ENVIRONMENT,Vacant Units
B25004_006,9.810729368627555,28.392457978552244,30.615565995949378,10.534248834965192,29.173474963988838,96.57620927164902,251.23934368302727,"For seasonal, recreational, or occasional use",ENVIRONMENT,Vacant Units
B25004_007,11.325554030668956,45.728366042823446,54.317558899256014,82.98471229631036,20.986590855825547,149.67364882073076,77.134825757753,For migrant workers,ENVIRONMENT,Vacant Units
B25017_002,17.378435079242287,15.030049582541077,15.815249458524407,24.248361348490384,13.524354367622724,240.8055131291329,961.0916216182693,1 room,ENVIRONMENT,Unit Size
B25017_003,13.169543080975945,8.63473905615989,9.431077950281137,15.661008819595457,7.787736467428028,426.99915657631317,753.0457138974081,2 rooms,ENVIRONMENT,Unit Size
B25017_004,20.710185426781646,16.773594943795125,18.870622987441507,28.079125312701436,15.114128384662184,373.06280124364457,505.9491777869962,3 rooms,ENVIRONMENT,Unit Size
B25017_005,47.227062867576116,49.22937910907365,49.432625925207546,62.48017783856905,52.9715648958578,236.90903477488354,239.21345953658098,4 rooms,ENVIRONMENT,Unit Size
B25017_006,86.36714088026986,98.09986029750294,99.7202213921684,107.09524791358392,119.22530435705816,96.64744778267713,83.09754506485254,5 rooms,ENVIRONMENT,Unit Size
B25017_007,113.46148692886186,122.15552531651224,107.79569446990642,100.46578065847689,146.88921906098093,53.294029606186996,43.50394224123686,6 rooms,ENVIRONMENT,Unit Size
B25017_008,110.78049784669052,125.16239885515692,100.50419434269962,70.4704473947127,141.54562019711588,33.87486951532501,27.470427727281333,7 rooms,ENVIRONMENT,Unit Size
B25017_009,95.4558047962906,115.90914946342173,89.41445670654157,49.762513310593825,118.62315397513676,26.86196471581014,21.259088276466994,8 rooms,ENVIRONMENT,Unit Size
B25017_010,65.02076865771639,84.53912751685858,58.73591389385142,25.10789927127054,90.56047124663478,21.714524600009124,20.220608653275317,9 or more rooms,ENVIRONMENT,Unit Size
B25024_002,105.91434709948406,120.57479939825765,100.3791476083512,91.66439391667272,147.27219670573962,20.310094582047547,17.660486309005787,"1, detached",ENVIRONMENT,Structure type
B25024_003,87.07734745499405,90.24690473511673,88.63287993192834,50.50033629722268,32.49505042884617,158.34796680075192,95.02512540467077,"1, attached",ENVIRONMENT,Structure type
B25024_004,69.79650296783298,27.263297728899182,24.360669845180816,28.478557247572418,46.343187698577346,56.553634858635995,96.66662793904102,2,ENVIRONMENT,Structure type
B25024_005,26.15026497356206,28.224728347885552,25.41311043709758,30.96019512647755,19.441694551210897,204.42272762236175,179.20390390057494,3 or 4,ENVIRONMENT,Structure type
B25024_006,13.597282148823329,19.912474320177704,22.878881767165215,19.867434314540606,14.248811703817637,439.4841253019291,263.57547899583017,5 to 9,ENVIRONMENT,Structure type
B25024_007,13.495580166349752,13.07078616643109,20.245832459321583,16.567024661860813,10.060208730503641,706.1892686776322,386.38193324181583,10 to 19,ENVIRONMENT,Structure type
B25024_008,10.073343552823012,7.8399487456969075,11.446973464562497,13.863890147199175,7.5524918938789165,539.6906191573476,750.5064638967144,20 to 49,ENVIRONMENT,Structure type
B25024_009,6.080377228320084,6.1184146514459625,7.5035325804320525,9.103233065103876,4.101126753197444,383.2360522330511,1287.8756035277981,50 or more,ENVIRONMENT,Structure type
B25024_010,7.490795295069799,30.57293530263277,59.931508178990455,54.70747018588605,13.967578817308757,16.96040983041612,15.10102185811074,Mobile home,ENVIRONMENT,Structure type
