GEOID,cluster
391336013002,9
391336003023,3
390430408003,2
390430408004,2
391390013002,1
391390027003,8
391390029003,7
391390029001,7
391010006004,4
391010008002,1
391010010002,9
390159519001,7
390159517001,1
390159515002,4
390719546004,7
390719551004,7
390719551002,7
390719547003,7
390799575005,8
390799575004,1
390799577005,7
390799577002,8
390799576001,1
390799573001,1
390950079012,8
390950079025,8
390950079022,8
390950064003,8
390950072021,8
391535301043,8
391535304011,9
390230004003,2
390230011021,2
390230017001,1
390230022002,8
390230022005,8
390230023012,7
390351731031,8
390351027004,2
390351027002,2
390351034003,2
390351042001,10
390351018002,2
390351023001,2
390351236013,8
390351241003,2
391079673003,7
390852001001,1
390852004002,8
390930502003,8
390351235011,2
391559327024,1
391559327023,8
391559330021,1
391559335002,7
391559206001,2
391559206003,2
390070003002,8
390070007014,1
390572104013,3
390572104022,9
390490071153,9
390490071141,9
390490051001,5
390490060003,2
390490063531,8
390130106001,7
390130115001,1
390130103001,7
390130107001,7
390130108021,7
390490012004,5
390490013003,5
390490013004,5
390490025203,10
390490027802,1
390610239014,9
390610243214,9
390610243224,3
390610243225,3
390610243222,3
390610250023,8
390610250021,8
390610251011,4
390610253002,5
390230024041,9
390230024032,8
390998107005,8
390998112002,8
390998126031,4
390998005002,2
390998016003,2
390998016001,2
390998023002,2
390998101001,1
390210104003,1
390210104001,1
390210102005,7
390210102006,7
390210101001,7
390998106002,2
390998004001,2
390998010002,2
390099728002,1
390998136001,7
390610083001,5
390030139002,1
390030101001,8
390351862052,9
390351871032,8
390351871061,9
390351949002,3
390230016002,7
390230016001,1
390230026023,7
390351841042,9
390351862032,3
390351871042,8
390351881072,2
390351905041,9
390351941001,8
390351371023,1
390351187002,5
390351084002,2
390351056021,2
390070001034,1
390070001035,1
390070006023,1
390070007033,2
390070007031,1
390070006013,1
390070007041,1
390059704002,1
390059708003,1
390351031001,10
390351048002,1
390351775011,8
390351065003,2
390351115001,2
390351124001,2
390351159001,2
390351029002,2
390351772012,8
390351811003,3
391131150112,9
390490063402,9
390490063835,9
390490063912,3
390490064303,3
390490064301,9
390490066003,9
390490077221,8
390490097403,4
390490062363,3
390490063962,9
390650003003,7
390650005004,1
390650006002,1
391130401031,9
390351214033,2
390351963001,3
390351236022,1
390351236033,1
390351821051,8
390351821063,3
391535329011,7
390490106012,4
390490094953,4
390490072031,3
390610088002,2
390852026001,8
390739652001,1
390739652003,7
391093653022,8
391093401001,7
391093901003,8
391093901002,7
391093001002,1
391093150011,7
391093653013,8
390351176003,2
391559336006,1
391559336002,7
391559203001,8
391559207004,2
391130010001,2
391130208001,8
391130009004,2
391130009002,2
391130102003,3
391130102004,3
391130102006,8
391179652002,4
391179651002,7
391354701012,4
390998140002,2
390998140001,2
390998139002,2
390998141003,2
390930974003,4
390930712011,1
390930712022,9
390930801032,1
390351861032,8
391354701022,7
391354550012,1
391354550025,1
390852051001,3
390852006002,8
390852003003,8
390852008001,8
390852009001,8
390351851041,8
390351851023,8
390351862022,3
390030132001,1
391130033004,1
391130033002,1
391559311002,7
391559314001,1
391559316013,8
391559316023,8
391559211004,2
391559211002,2
391559214001,8
391559301022,7
391559302001,7
391559308001,8
391559308004,1
391130215021,1
391130603002,2
391130701012,7
391130803001,2
390572701001,7
390610068001,2
390610073001,2
390998024004,2
390998121002,9
390998121003,4
390998123014,8
391034170005,9
391034152001,4
391034070002,4
391034090023,7
391034110011,7
391034154003,9
391034171001,8
391034160002,3
391034160001,9
390539536001,7
390230024031,4
390230026064,4
390230026061,1
390610265002,10
390610264003,10
390610269004,2
390490062304,9
391535327054,4
390852030003,4
391559207002,2
391559213002,9
391559216002,2
391559216001,2
391130503031,1
391130703003,2
391130707003,8
391130707002,8
390351342063,9
390351343002,1
390351545013,2
390351604001,10
390351606023,5
390351741072,8
390351526031,2
390351207011,2
390351414004,3
390351414001,3
390351546032,8
390351762001,9
390930503002,4
390930504001,1
390930706004,1
390930706001,1
390930715002,8
390351774062,8
390351801042,5
390351836061,8
390351197011,2
390351197022,2
390351208012,2
390351211003,2
390351223002,2
390351231003,1
390930707001,1
390930771003,4
390351964001,2
390490097204,9
390030141003,2
390610085011,5
390490032001,10
390490046103,8
390490046102,8
391319522004,7
391319525003,8
391259601001,7
391259605003,7
391259605001,7
391259604001,1
391259602001,7
390610215722,4
390610224002,3
390610240022,3
390610251031,3
390610251034,9
390450310002,4
390130123001,1
391336001022,7
391336021002,8
391336021001,7
391336009023,1
391336009014,2
391370301004,7
391370301002,1
391370303003,8
391354201003,8
391479625004,7
391610208004,1
391610201003,7
391610201002,7
391610204002,8
391610205003,7
391610206002,1
391610202001,7
391610203003,7
391499718004,1
390351956001,2
390279648001,7
390279650002,7
391517007005,1
391535327011,9
391535090001,5
390351561021,3
390490070432,9
390539537002,7
390539541001,7
390539538003,7
390539538004,7
391131150113,1
390930132003,4
391131201012,4
391131201023,3
391690029023,8
390410119002,4
391559334001,7
390852035002,7
390230037003,1
390230037005,3
390230034002,2
390690004003,1
390690003003,1
390852064002,3
390852065001,9
390450329004,3
390210115041,7
390779160003,1
390779159001,1
390490079531,3
390910041001,7
390399586004,1
390399586003,1
390399588003,1
390399582002,7
390399587001,1
390030108006,3
390017705001,7
390017706003,7
390017704003,7
390351834021,2
390351774063,8
390351775043,8
390351775041,8
390351776042,8
390351776061,9
390351776072,8
390351301031,3
390998120014,9
391535327031,4
391535327082,8
391535011001,5
391639530004,7
390197202003,1
390450309003,3
390450304001,4
390450323001,1
390450323003,1
390450307002,4
390450325002,7
390450303002,1
390490098002,7
390490069101,3
390490001103,8
390430407004,1
390897559002,4
390490070482,9
390610205051,8
390610212011,3
390610215063,8
390610056001,2
390490027101,5
390490027701,2
391131150021,8
391131301023,1
391131650002,8
391131251021,1
391131501002,7
391130017001,2
391130002002,2
391130503021,8
391130219002,8
391130016001,1
391130027002,1
391130216021,3
390351053001,2
390351741051,3
390759765001,7
390897568002,9
390897507001,1
390897531001,1
391390014001,1
391390021021,8
390250409002,7
390250409001,7
390250402041,7
390250407022,8
390250417012,7
390250420001,7
390250401021,7
390250402031,7
391354601001,7
391354601003,7
391130903043,3
391336019022,7
391336012004,1
391319526003,7
391319524004,1
391319527003,7
391319522002,7
391319522001,7
390998124001,2
390998128001,7
390998132004,1
390998132003,1
390998133003,7
390998003002,2
390610218023,2
390610056003,2
390610048001,3
390610048003,3
390610057013,1
390490083224,2
390610086013,2
390610096004,5
390610060002,2
390610060004,5
390610065004,2
390610210033,8
390610254023,1
390610254022,10
390610222002,2
390610227002,2
390610007003,10
390610025002,1
390610027001,10
390998136002,8
390490030001,10
390490040001,5
390490046203,1
390490048203,2
390610057012,8
390610057022,10
390610066002,2
390610077001,2
390610084001,5
390490063861,9
390490064102,9
390351021011,2
391719502003,7
391719507001,1
391535310012,7
391535306051,9
391535315006,8
391230501001,1
391230510002,8
391230510003,1
391230511002,4
390510403003,7
390510407002,7
390510407003,1
390510408002,7
390510409003,7
390950030003,2
390950030004,2
390950045012,8
390950051003,2
390351801032,8
390351831002,3
390351832003,3
390351832001,3
390351861033,8
390351361012,9
390351541001,2
390351545022,8
390351547001,2
390351609003,8
390030129002,2
391259603001,8
390572003001,8
390998113004,1
390998114002,1
390998120013,8
390998130005,7
390490071981,9
390490071991,9
390490072102,9
390490072104,3
391199116001,8
391199116003,8
391199117004,1
390490083211,1
390490071944,9
390490071122,9
391034001004,3
391034020003,4
390998135002,7
390998135003,3
390399587002,8
390170126001,8
390170126003,9
390170131002,2
390170139003,1
390170139002,6
390170006006,5
390170006001,8
390170010011,9
390170011004,1
390170011005,2
390170105001,7
390170109041,8
390170004004,6
390170004002,2
390430405001,1
390897577005,10
390897589005,7
390897589004,7
390897539001,8
390897553005,1
390897553001,8
390897533004,1
390897533003,8
390897565002,1
390030122001,1
391535033001,2
391535033006,2
391535322021,8
391535322026,8
391535026001,2
391535038002,2
391535064002,2
391535064001,8
391439610003,7
391439610002,8
391439616003,1
390950042002,2
390950042003,2
390950073033,5
390950075002,1
390950075004,5
390950076002,3
390950080003,8
391439618003,1
391079672003,1
390351194011,5
390351202003,2
390351204004,2
390351215003,2
390351215004,2
390351834012,3
390351812013,9
390351812043,9
390351821032,8
390351851033,8
390351891072,8
390351891101,9
390339743001,1
390339749003,1
390339751002,1
390339741003,1
390351017002,2
390351381061,1
390610016001,5
390610010002,10
390610020002,10
390610235223,9
390610237014,8
390610261013,8
390610261015,4
390610223024,3
390610238005,2
390610238003,8
390490063511,9
390490069241,8
390490069311,5
390490069314,2
390130117002,1
390130101003,1
390130101002,1
390610033001,5
390610038003,2
390610051001,10
390870510023,1
390870506001,7
390610256003,1
390610256004,5
390610030003,5
390490093614,5
390572601001,1
390572601004,8
390572403023,2
390572401001,1
390572102003,8
390572102001,8
390572007002,1
390610260011,4
390610260023,7
390490007103,2
390490015003,2
390490018203,10
390630005004,1
390630009003,2
390630009001,1
390630012001,7
390630012002,7
390630002003,9
391130505043,7
391131102011,4
390250413071,4
390250403032,4
390099736002,7
390099726002,7
390099733002,1
390099729001,9
390099729002,1
390099732001,9
390099734003,1
390099735002,7
390099730004,10
390099730002,1
390610028001,1
390610039001,2
390610046023,1
390610064001,2
390610064002,2
390610069003,2
390998013003,2
390998017002,2
390351406002,8
390351112021,2
390351078021,5
391570220021,7
391570220012,1
391570220011,1
390410117402,3
390070008021,1
390070008012,7
390070010022,7
390070010014,7
390610207071,4
390610207422,8
390610207421,8
390610241006,3
390610241005,3
390610230013,8
390610101002,10
390610104001,2
390610105001,1
390610037001,5
390610078001,10
390610213031,3
390610258004,1
390610258001,8
390610023001,5
390490045001,2
390490045002,2
390490087101,2
390490087103,2
390610260021,7
390610042002,10
390610055004,2
390610055003,5
390610215092,2
390610215095,8
390610217012,1
390610100033,2
390610085013,3
390490027602,2
390490029002,2
390490052001,10
390490083701,9
390490016001,5
390490063212,3
390490063214,3
390490071932,3
390490071931,1
390490063713,9
390490063712,4
390610011001,10
390610036001,2
390610103001,1
390810111001,1
390810112002,1
390810123001,1
390430405004,8
390430412001,2
390430412002,2
390430417005,7
390430417006,4
390430401001,8
390430403003,8
390430403004,7
391570202002,1
391570204003,7
390170141002,1
390170003001,2
390170111103,8
390170001003,8
390170001002,1
401430068043,8
401430068042,8
401430068032,5
401430074112,5
400338711004,1
400338711003,7
400470016013,9
400470016021,1
400470014011,1
401091085273,9
401310504042,4
401310504071,7
401430033003,1
401430045003,8
401430045001,9
401430045002,3
401430049001,1
400173012022,8
400173012021,8
400173002011,4
400173002012,4
400173003002,1
400173003001,6
400173009011,9
400173011001,6
400173010031,9
400173010032,4
400579678001,7
401310506031,4
401310501042,1
401310502022,1
401310504081,1
401310508012,7
401310508021,7
401310503041,7
401310505022,7
401310501052,4
401310501031,1
400739583003,7
400310025002,5
400310024032,6
401214861003,1
400634848002,1
400634848003,1
400634847002,7
400634847001,7
400634846001,1
400634846003,7
401350301031,1
401350303027,1
401350303026,1
401350303025,1
401350303021,1
401350303022,7
401350301041,7
400272016101,4
400272015104,4
401091068022,2
401091068021,6
401091083012,2
401091083011,8
401091001002,8
401091001003,1
401091054002,6
401091015001,8
401091015002,5
400659682002,7
400659683001,7
400659681001,7
400659681002,7
400659685001,9
400659688002,1
400659688001,6
400659684004,8
400659686002,6
400659686003,6
400659687001,1
400659687002,5
400970402001,1
400970402002,1
400970402004,1
401091072093,6
401091072091,1
401091003002,10
401091003001,8
401091076061,7
401091073051,2
401091077072,1
401230887001,7
401230895983,7
401230895982,7
401230895981,7
401091085111,4
401091085112,9
401091087072,4
401430017001,1
401430017002,8
401430029003,1
401430029001,1
401430029002,1
401430035001,1
401430035002,1
401430035003,1
401430046002,5
401430046001,5
401430050012,1
401430050011,1
401430051002,3
401430052002,8
400173009021,4
400173009022,4
400173013002,4
400173007003,7
400173008022,4
400173012014,1
400173012012,1
400173012011,8
400173014061,4
400173014062,7
400439592001,7
400439593001,7
400439591001,7
400599521001,1
400710011002,1
400759636001,1
400759636002,7
400790407002,1
400790407003,7
400470013003,1
400470013002,3
400470011001,7
400470011003,7
400470011004,1
401310506011,4
401350304021,7
401350304022,1
400272006023,1
400272006021,8
400272020042,1
400272024041,7
400272006011,5
400272006013,2
400272003001,8
401039566001,7
401039571003,7
401039571002,7
401430071012,1
401430071011,5
401430073111,6
401430073112,2
401430074022,6
401430074021,1
401430074024,1
401430074023,8
401430075061,9
401470013002,7
401470013003,7
401470013004,7
401470013005,7
401470012001,7
400173010011,4
400173001002,7
400173001001,7
400173002023,7
400310009001,8
400310010001,1
400310017002,2
400790403022,7
400790403021,7
400790405004,7
401091069023,6
401010009006,4
401010009002,1
401010009004,2
401010009005,1
401010009001,2
401010009003,2
400470012003,7
400470012001,7
400470012004,7
400470012002,7
401299600002,7
401299600003,7
401299600001,7
401539534004,8
400510009032,4
401270976001,1
401270976002,7
401270976003,7
401270978001,7
401270978002,7
401270977002,7
401270977003,1
401091065032,9
401091061004,2
401091074034,4
401335831002,7
401335835001,1
401335835003,1
401335839001,7
401335836002,1
401335836005,1
401335836004,2
400173014072,4
400173014074,4
400173014092,4
400173014091,8
400173014102,9
401430076203,5
401430076183,5
401190102004,9
400151617001,7
400151617002,1
400151619002,1
400173010061,4
400173010062,4
400173010072,4
400173010091,9
400173009041,9
400173009043,6
400470015003,1
400470015004,8
401091081012,3
401091085193,8
401091085192,3
401091087043,4
401091087041,7
401091087042,7
401091087044,4
401091087071,9
401091019002,10
401091019003,10
401091019001,1
401091009002,8
401091009001,8
401091010003,5
401091010001,5
401091010002,5
401091059041,2
401091059043,2
401091066021,1
401091076052,6
401091076051,1
401091072072,6
401091072112,8
401091048001,6
401091048003,6
401091072111,6
401091076043,1
401091083041,8
401091083045,8
401091083043,8
401091084042,8
401091084032,8
401091085211,4
401091085042,9
401091085041,9
401091085131,4
401091069021,1
401091076011,5
401091076012,1
401091077061,8
401091014002,2
401091035001,2
401091038001,10
401091044003,6
401091044001,6
401091059031,5
401091069063,6
401091069061,8
401091071041,6
401091071042,6
401091065013,9
401091066013,6
401155745001,1
401155745003,1
401155745002,1
401155743001,1
401190113011,7
401190113013,7
401190113012,7
401190113014,1
401190113023,1
401190113022,1
401190113021,1
401190111013,7
401190111012,7
401190111011,7
400917796001,7
400239673004,7
400239673003,1
400239672001,1
400239672002,1
400137959001,7
400137957001,7
400137957002,7
400510009033,7
401430065071,7
401430075154,9
401430075152,4
401110005001,7
401110003004,1
401110003003,1
401110002001,2
401110002002,1
401110002003,2
401110004004,1
401110004005,1
401110004001,8
400173005003,1
400173005002,1
400173005004,1
400173006001,1
400173008011,4
400173008012,4
400272011022,9
400272019031,9
400272004002,1
400272012022,5
401010015006,7
401010007001,2
401010007002,1
401091076072,9
401091077031,9
401091077032,8
401091077033,1
401091077043,1
401091077042,6
401091077051,5
401091077053,8
401091077052,8
401091069154,6
401091072141,6
401091072142,8
401091085132,9
401091089003,1
401091089001,7
401091089004,1
401091090011,4
400710002023,1
401430076382,3
401430075182,4
401430075202,4
401430074122,4
401430074092,6
400819613003,7
400272016111,4
400173008015,4
400173008014,4
400198930005,1
400198930006,8
400198927003,7
400198927001,7
400198926004,8
400198926005,8
400198926002,1
400198925002,7
400198925004,7
400696603002,7
400696603001,7
400696602003,7
400696602004,1
400696602001,7
400696601982,7
401410702001,1
401410704003,1
401410704001,1
401410703002,2
401410701002,7
401410705001,1
400917799001,7
400917799002,7
400137956002,7
400137964001,6
400137963001,1
400137963002,1
400137965002,1
400137965001,7
400710002011,8
400710002012,1
401110009024,1
400293881003,1
400293881002,1
400293881004,7
400293882002,7
401335838001,7
401335838002,1
401335833001,7
401335833003,1
401335837001,7
400819612003,7
400819612002,7
401091072143,8
401091072202,6
401091073021,6
401091073023,6
401091082033,6
401091082032,5
401091080093,8
401091080102,6
401091080103,5
401091081072,3
401091081071,3
401091017001,8
401091039001,6
401091041002,6
401091057002,6
401091057001,2
401430002001,2
401430009002,1
401430010001,5
401430012001,6
401430060003,6
401430060001,6
401430021001,5
401430037002,8
401430058013,8
401430058011,1
401430058014,6
401430068012,1
401430052001,8
400272015103,3
400272015102,4
400272018022,9
400272019023,8
400272018012,4
400272019042,9
400272019043,9
400272017001,4
400272021052,4
401430076194,8
401430076241,9
401430076242,7
401430076251,4
401430076253,5
401430076252,5
401430076292,9
401430076291,9
401430080011,2
401430084003,8
401430084004,5
401430084001,8
401430090081,5
401430091012,1
401430091011,2
401430095001,7
401430031002,9
401430031001,5
401430044002,1
401430044003,5
400272024051,7
400272005003,8
400272005001,5
400272009003,1
400272011023,3
401010013003,7
401010013005,9
401010013001,1
400510005001,1
400510005004,7
400510006003,7
400510006001,7
400510009023,7
400510001001,1
401190103001,8
401190105001,5
401190105002,5
401190114001,7
401190114004,1
400917802001,1
400917802002,1
400917801001,7
400917803003,7
400917803002,7
400917803004,7
400917797004,1
400917797002,1
400119589001,8
400119589002,6
400539565002,7
400539565001,1
400539564001,7
400559672002,1
400559672004,1
400559671001,1
400739584002,7
400739583001,1
400739582001,7
400739582002,7
400739581001,7
401039571001,1
401039569003,1
401039569001,7
401039569004,1
401039569002,8
401039570001,7
401039570002,1
401310505011,7
401310501011,1
401310501012,6
401310506021,4
401310507011,1
401310507012,1
401310507021,7
401310502011,9
400272021053,4
400272020051,9
400510009034,4
401070810002,1
401070807003,7
401070807001,1
401070809004,1
401070809003,1
401070806003,7
401070806002,7
401091092021,7
401091092022,7
401091092011,4
401091092014,3
401091091001,5
401010008011,1
401010008022,8
400173007004,1
400173002022,1
400353732001,7
400353732002,7
400353735001,7
400353734002,1
400353734003,1
400353733002,1
400353733003,1
400353731001,7
400353731003,1
401430090092,4
401430090082,5
400272008004,4
400173011004,9
401190114002,7
400370211011,7
400370212011,7
401091077071,8
401091078043,8
401091078044,1
401091061001,8
401091063024,2
401091063022,5
401091063021,6
401091063023,2
401091063032,9
401091063033,8
401091063031,6
401091064011,3
401091064013,8
401091064012,3
401091070013,6
401091070012,6
401091072134,6
401091072133,5
401091080031,6
401091080035,2
401091072192,6
401091082014,1
401091082012,8
401091083034,5
401091083032,8
401091083033,5
401091007002,1
401091008002,1
401091008001,2
401091011001,5
401091032001,5
401091063012,2
401091063011,6
401091063013,2
401091065031,9
400739581002,1
400874001012,7
400874001011,4
400874003004,1
400710002021,1
400710006002,7
400710001003,8
400710001006,1
400710001004,2
400710004003,1
400710003002,8
400710003001,9
400470015006,7
400470015002,6
400470001002,1
400470001004,1
400470001001,8
400470001003,1
400470001005,1
400470001006,8
400470002001,1
400272023022,7
400272023023,4
400272021021,8
400272021022,1
400272021041,4
400272024035,4
400272024034,4
400272024032,4
400272026003,1
400272026002,7
400272015082,5
400272016034,8
400272016032,6
400272019041,4
400272020021,9
400790401021,1
400790403014,7
401310502031,7
401310503012,7
401310504091,7
401310506041,4
401310503031,7
401370002001,1
401370002002,1
401370003001,1
401370011004,1
401370011003,7
401370011002,7
401370010003,1
401370010001,7
401370001022,8
401370001012,8
401370001013,1
401370004004,1
401370004003,6
401370006003,6
401370006001,1
401370008003,7
401370008001,7
400259503002,1
400259501001,1
400259501002,7
400119588001,7
401091066012,8
401091066073,8
401091066071,5
401091066072,8
401091066074,8
401091068043,5
401091068042,5
401091068041,8
401091069144,5
401091069142,1
401091069143,5
401091069141,8
400039557001,1
401519542003,1
401091066042,5
401091067021,8
401091067025,8
401091067024,8
401091068011,6
401091068012,8
400310020052,5
400310023011,7
400310023014,1
400310023012,4
400310023013,4
401091069071,6
401091068044,6
401091067061,8
401091067052,8
401091082082,1
401091082083,5
400413760004,7
400413760005,1
400413760002,1
400413760003,1
400413759002,7
400413759001,7
400413757005,1
400413757002,1
400413757001,1
400413757004,7
400950948011,7
400950948023,7
400950946983,7
400950946981,7
400950947001,6
400950947002,6
401270977001,7
401091067081,4
400272015074,9
400272013014,9
400272012032,5
400790403011,7
400790403012,7
400790401981,1
401091068014,6
401091069101,9
401539534002,1
401539534003,8
401539533004,1
401539533002,7
401430090061,6
401430090062,6
401430090064,6
401430092001,1
401430094011,7
401430094013,9
401091072063,5
401091072062,8
401091072064,6
401091072061,6
401091083021,5
401091067043,9
401091067041,7
401091067042,5
401091002005,8
401091002001,6
401091002004,8
401091002002,8
401091002003,5
401091002006,8
401091083102,5
400399606002,5
400399606001,6
400399606003,5
400399606004,1
400399604001,8
400310016001,2
400310021002,7
400310021001,7
401091069155,6
401091069153,5
401091069151,5
401091004002,2
401091004004,2
401091004003,2
401091013004,2
401091013005,2
401091013001,2
401091018001,10
401091018002,10
401091023002,10
401091028005,2
401091028001,5
401091034001,6
401091047001,5
401091049003,6
401091049004,6
401091049002,1
401091053003,8
401091053004,6
401091081061,3
401091081063,3
401091082042,6
401091082041,9
401091082072,5
401091083091,2
401091085121,4
400819615002,1
400819615001,7
400819615003,7
400819616001,7
400819616002,7
400819617004,1
400819617002,7
400819617003,7
400819617001,7
401519542002,1
401519542004,1
401010002001,1
401010002002,1
401010014003,1
401010014005,7
401010014002,9
401010014004,4
401010014001,1
401010015001,7
401010015003,1
401010015004,7
401010015005,6
400272015073,9
400272018021,9
400272019022,4
400272023021,7
400272023024,7
401190110002,4
401190110003,7
401190112001,7
401190112003,7
401190109002,9
401190109001,4
401190106001,9
401255003013,1
401255003011,1
401255007003,1
401255007002,1
401255012012,7
401255002001,5
401255002002,1
401499650001,7
401499649001,7
401010003004,2
401010003002,2
401010003001,2
401010006001,2
400272012033,5
400272012012,5
401430090075,6
400198929001,1
400198928004,1
400198928003,6
400198928002,6
401091074052,9
401091074051,4
400310021003,7
400310001002,2
400310001004,2
400496813001,1
400496811003,1
400659686005,8
400890982001,7
400890988003,1
401430023012,6
401430023011,5
401430076411,5
401430076412,5
401430067071,4
401430067081,4
401430076421,5
400310004015,6
400310004012,5
400310004014,6
400917796002,7
400917796004,7
400917796003,7
400310024012,4
400310020042,4
400310020041,4
400310020051,1
400310020053,8
401091085044,9
401430076373,3
401430076372,3
400310023022,7
400310023023,7
400310023021,7
400310024042,10
401091085191,9
401139400082,1
401139400062,2
401139400063,2
400819614002,7
400819614004,1
400819614001,7
400819614003,7
400819611003,1
400819611001,7
400819611002,7
400819613002,7
400819613001,7
401091083022,4
400790406013,6
400790406011,7
400790404011,1
400790404012,1
400790402994,1
400790402992,7
400790406021,7
400470014012,8
400470014013,1
400470014022,9
401091067071,5
401091067072,8
401091067076,5
401091067074,9
400173008013,3
401110009012,1
400874002022,7
400874002024,7
401091087082,7
401091087081,7
401091087091,7
401091090032,7
401010011002,7
401091085063,9
401091085061,9
401091085062,3
401091085142,9
401091085141,5
401091085144,9
401091085145,8
401091085143,9
400399604003,1
400399604002,1
401430053002,8
401430053003,8
401430053004,8
401430053005,8
401430067012,2
401430067011,1
401430069071,5
401430073042,6
401430073051,5
401430073052,8
401430073091,8
401430074072,9
401430075081,4
401430075083,3
401430075101,9
401091084044,8
401091085071,9
401091073063,6
401091073061,6
401091078061,1
401091078064,1
401091078062,1
401091051002,5
401091051001,8
401091059051,6
401091065012,9
401091088021,4
400370201011,7
400370207042,7
400370207041,7
400370207051,7
400370207052,7
400370208001,1
400370208002,7
400370210002,1
400370210001,7
401430088001,1
401430088002,1
401430019001,1
401470001002,8
401470001001,6
401470004003,1
401470005002,8
401470005005,8
401470005001,4
401010013002,7
400272001001,5
400710005001,8
400710005004,1
400710005002,1
400370210003,1
400370213003,1
400370216001,6
400370216002,9
400219782012,7
400219782023,7
400219782022,7
401051721002,7
400470006004,1
400770871001,7
400770872002,7
400338712002,1
401091082172,4
401091069091,6
400137960021,1
400137960023,7
400173009051,4
400173009053,4
400173009013,9
401091082153,4
401091083183,3
401091083182,4
401091081142,9
400510010002,1
400510010004,1
400710003003,1
400836006001,2
400836006002,7
400836006003,7
400836001002,1
400836001003,1
400836001005,8
400836001001,1
400836005003,4
400836005001,7
400836005002,7
400836007002,7
400836007005,7
400836007001,7
400836007003,1
401430076142,9
401430076301,4
400119586002,1
400119586001,1
401091088024,4
401091088022,1
401091088043,7
401091088042,4
400173011003,4
400173013003,4
400173002014,4
400173002013,4
401091087034,4
401091085122,4
401091083131,5
401091083135,5
401091083132,5
401091083134,5
401091083133,5
401091082191,4
401091082213,4
401091082211,3
401091082212,4
401091082182,4
401091083162,4
401091083161,4
401091083151,4
401091083153,5
400173002021,7
401335832003,7
401335832002,7
401335834005,1
401335834004,1
400997908002,1
400997908005,7
400997908001,1
401155743002,1
401155742003,1
401155742002,1
401155748001,7
401155748003,1
400874002011,7
400370209003,7
400370211021,7
401430076173,9
401430076381,3
400419762002,7
400419762001,7
400459526001,7
401255002003,2
401255009002,4
401255009003,7
401255010012,7
401255010014,7
401255010011,7
401255011011,1
400890988005,1
400890988004,1
400890988002,1
400890988001,7
400890987002,7
400890987005,2
400890987001,7
400890987003,6
400890987004,2
400890986002,6
400890986004,1
400890986001,1
400890986005,6
400890986003,6
400890985005,7
400890985003,7
400890985004,7
400890985001,7
401430076302,9
401255010041,7
401230886001,7
401230886004,1
401230886003,7
401230892002,1
401430076341,9
401430073063,6
401430073062,6
401430076392,4
401430077021,4
401430077022,4
401430070001,5
401430071022,5
401430071021,1
401430073102,8
401430073101,6
401430074101,5
401430074132,4
401430066003,1
401430066004,7
401430066001,7
401430075232,4
401430076181,5
401430076182,9
401430076332,3
401430076331,4
401430085021,1
401430085022,8
401430090031,9
401110008003,7
401430094012,4
401430008001,2
401430008002,2
401430018001,1
401430027001,1
401430027002,1
401091071031,6
401091071032,6
401091074032,9
401091074031,1
401091074033,8
401091082161,9
401091068032,2
400119587002,7
400119587001,7
400219776001,7
400219776004,7
400219776002,7
400219776003,7
400219783002,7
400219783004,7
400219783003,7
400219783001,7
400219779004,6
400219779002,9
400219781004,1
400219781001,5
400219780001,1
400219780002,6
401450305062,4
401450305061,7
401450308002,7
401450305021,4
400272015053,9
400272015052,3
400272015054,4
401450306011,4
401450306012,7
401450306023,1
401450306022,7
401450306024,7
400272024023,7
400272025002,1
400272025003,7
400272013012,9
400272013011,9
400272014032,4
400272014033,4
400272016023,8
400272016022,8
400272011013,9
400874002013,7
401430073064,6
401051724004,7
401051723002,7
401051722001,7
401190101012,9
401190101011,9
401230893001,1
401230893004,1
401230891001,1
401230890002,7
401230890001,7
401091043002,6
401091043001,6
401091050002,6
401091052011,2
401091069035,8
401091069121,5
401091072121,2
401091072122,1
401091078014,6
401091078013,6
401091078012,8
401091080052,8
401091085252,4
401091076042,6
401091076041,8
400510008004,4
400119589004,1
401214859002,7
401214859001,7
400612791002,7
400612791001,7
400634850001,7
400634850002,7
400634850003,7
401091078103,1
401091078092,8
400413758023,7
400413761003,7
400413761002,7
400272019032,4
400198924002,7
400198924001,7
400198924004,1
401091068033,6
401091068034,1
401091069022,8
401179571003,1
401179574003,7
401179574002,7
401179572002,7
401179572001,7
401179573001,7
401179573003,7
401179575002,1
400970404001,7
400970404002,7
400970404004,7
400970408004,7
400970408001,7
400970403002,7
400970406002,7
400970406003,1
400970401002,1
400970401003,1
400970407004,7
400970407003,7
400970407001,1
401091085154,9
401091088031,2
401091088032,2
401091028002,2
400310005011,5
400310005014,1
400310005012,8
401091022002,6
401091022001,6
401091022003,1
401091027001,5
401091042003,6
401091042002,6
401091042001,6
400272011011,9
401091086011,9
401091086021,6
401091087011,4
401091020001,1
401091020002,1
401091021002,8
401091021001,1
401091021003,1
401091036011,10
401091036021,2
401091029001,2
401091023004,1
401091024002,1
401091024001,6
401091024003,1
401091030001,9
401091039002,6
400099662005,9
400099662006,4
400099662004,1
400099668003,1
400099668002,7
401499649002,7
401499651002,7
401499654002,7
401499654001,7
400310006001,9
400759642002,7
400759637002,1
401430062002,2
401430069021,8
401430069061,6
401430074091,4
401430075131,4
401430075191,4
401430076151,9
401430078022,4
401470007003,3
401470007002,9
